Source,SamplingMethod,SampleID,CollectionDate,Genus,Species,Location,Latitude,Longitude,StartLat,StartLong,MidLat,MidLong,EndLat,EndLong,ReleaseLat,ReleaseLong,Depth_m,ShotDuration_mins,Sex,Weight_g,SVL_cm,TailL_cm,PIT_tag,DArTseq,Notes
trawled_seasnakes.xlsx,Trawl,SS190225-02,2019/02/25,Aipysurus,foliosquama,Shark Bay,,,-25.007967,113.382750,-25.016500,113.385683,-25.025033,113.388617,,,20.10,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190226-01,2019/02/26,Aipysurus,foliosquama,Shark Bay,,,-25.256850,113.653900,-25.248017,113.649725,-25.239183,113.645550,,,11.20,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190226-02,2019/02/26,Aipysurus,foliosquama,Shark Bay,,,-25.175583,113.581383,-25.183542,113.579558,-25.191500,113.577733,,,12.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190228-02,2019/02/28,Aipysurus,foliosquama,Shark Bay,,,-25.230633,113.454500,-25.240350,113.453700,-25.250067,113.452900,,,15.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190302-01,2019/03/02,Aipysurus,foliosquama,Shark Bay,,,-24.930367,113.260367,-24.920592,113.259642,-24.910817,113.258917,,,18.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190304-01,2019/03/04,Aipysurus,foliosquama,Shark Bay,,,-25.633150,113.245733,-25.642550,113.243458,-25.651950,113.241183,,,16.10,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190329-01,2019/03/29,Aipysurus,foliosquama,Shark Bay,,,-25.254133,113.541117,-25.267983,113.539692,-25.281833,113.538267,,,14.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190428-01,2019/04/28,Aipysurus,foliosquama,Shark Bay,,,-25.234867,113.443450,-25.221083,113.439967,-25.207300,113.436483,,,15.80,30,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190626-01,2019/06/26,Aipysurus,foliosquama,Shark Bay,,,-25.194683,113.620367,-25.201175,113.627183,-25.207667,113.634000,,,12.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190629-01,2019/06/29,Aipysurus,foliosquama,Shark Bay,,,-25.534467,113.035317,-25.544175,113.039008,-25.553883,113.042700,,,14.60,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190629-05,2019/06/29,Aipysurus,foliosquama,Shark Bay,,,-25.403017,113.386550,-25.393975,113.384075,-25.384933,113.381600,,,15.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190629-06,2019/06/29,Aipysurus,foliosquama,Shark Bay,,,-25.403017,113.386550,-25.393975,113.384075,-25.384933,113.381600,,,15.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS190630-03,2019/06/30,Aipysurus,foliosquama,Shark Bay,,,-25.068367,113.287367,-25.059292,113.284900,-25.050217,113.282433,,,,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191024-01,2019/10/24,Aipysurus,foliosquama,Exmouth Gulf,,,-21.844550,114.327850,-21.861658,114.308700,-21.878767,114.289550,,,19.50,60,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191114-01,2019/11/14,Aipysurus,foliosquama,Shark Bay,,,-25.922333,113.226700,-25.913200,113.225217,-25.904067,113.223733,,,10.60,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191116-01,2019/11/16,Aipysurus,foliosquama,Shark Bay,,,-25.649900,113.186267,-25.659867,113.187267,-25.669833,113.188267,,,18.90,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191116-03,2019/11/16,Aipysurus,foliosquama,Shark Bay,,,-25.640183,113.211300,-25.630975,113.211333,-25.621767,113.211367,,,15.90,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191116-05,2019/11/16,Aipysurus,foliosquama,Shark Bay,,,-25.640467,113.237783,-25.649350,113.238292,-25.658233,113.238800,,,16.10,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191117-01,2019/11/17,Aipysurus,foliosquama,Shark Bay,,,-25.450350,113.409983,-25.441933,113.414608,-25.433517,113.419233,,,12.30,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191117-03,2019/11/17,Aipysurus,foliosquama,Shark Bay,,,-25.405667,113.381417,-25.395642,113.383250,-25.385617,113.385083,,,15.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191117-04,2019/11/17,Aipysurus,foliosquama,Shark Bay,,,-25.405667,113.381417,-25.395642,113.383250,-25.385617,113.385083,,,15.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191118-01,2019/11/18,Aipysurus,foliosquama,Shark Bay,,,-25.354533,113.382183,-25.345150,113.383083,-25.335767,113.383983,,,15.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191118-02,2019/11/18,Aipysurus,foliosquama,Shark Bay,,,-25.354533,113.382183,-25.345150,113.383083,-25.335767,113.383983,,,15.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191119-03,2019/11/19,Aipysurus,foliosquama,Shark Bay,,,-25.342267,113.649350,-25.333050,113.650825,-25.323833,113.652300,,,12.90,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191121-01,2019/11/21,Aipysurus,foliosquama,Shark Bay,,,-25.204350,113.412433,-25.195100,113.414317,-25.185850,113.416200,,,18.80,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191123-01,2019/11/23,Aipysurus,foliosquama,Shark Bay,,,-25.070650,113.285483,-25.062183,113.283992,-25.053717,113.282500,,,18.20,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191123-02,2019/11/23,Aipysurus,foliosquama,Shark Bay,,,-25.079133,113.344667,-25.069758,113.346983,-25.060383,113.349300,,,21.50,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191123-04,2019/11/23,Aipysurus,foliosquama,Shark Bay,,,-25.001350,113.226883,-24.993650,113.221042,-24.985950,113.215200,,,15.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS191124-02,2019/11/24,Aipysurus,foliosquama,Shark Bay,,,-24.884600,113.272100,-24.875350,113.272167,-24.866100,113.272233,,,19.50,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS200220-04,2020/02/20,Aipysurus,foliosquama,Shark Bay,,,-25.378567,113.450533,-25.387233,113.444575,-25.395900,113.438617,,,13.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS200220-05,2020/02/20,Aipysurus,foliosquama,Shark Bay,,,-25.357050,113.407783,-25.347767,113.410933,-25.338483,113.414083,,,16.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS200221-01,2020/02/21,Aipysurus,foliosquama,Shark Bay,,,-25.657517,113.267283,-25.666425,113.261658,-25.675333,113.256033,,,14.10,21,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS200223-05,2020/02/23,Aipysurus,foliosquama,Shark Bay,,,-25.305633,113.450950,-25.296492,113.446842,-25.287350,113.442733,,,15.10,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS200223-06,2020/02/23,Aipysurus,foliosquama,Shark Bay,,,-25.283517,113.426383,-25.293675,113.424950,-25.303833,113.423517,,,16.60,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS200223-07,2020/02/23,Aipysurus,foliosquama,Shark Bay,,,-25.298033,113.378333,-25.288133,113.383600,-25.278233,113.388867,,,16.20,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS200225-01,2020/02/25,Aipysurus,foliosquama,Shark Bay,,,-24.886767,113.261783,-24.896250,113.259325,-24.905733,113.256867,,,20.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS200316-01,2020/03/16,Aipysurus,foliosquama,Shark Bay,,,-25.255683,113.626117,-25.243267,113.616825,-25.230850,113.607533,,,12.70,30,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS200611-01,2020/06/11,Aipysurus,foliosquama,Shark Bay,,,-25.218133,113.609967,-25.233483,113.610708,-25.248833,113.611450,,,12.90,30,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS200612-02,2020/08/12,Aipysurus,foliosquama,Shark Bay,,,-25.637933,113.206333,-25.653833,113.207100,-25.669733,113.207867,,,16.50,30,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS201112-05,2020/11/12,Aipysurus,foliosquama,Shark Bay,,,-25.181833,113.553267,-25.172925,113.549517,-25.164017,113.545767,,,15.30,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS201114-01,2020/11/14,Aipysurus,foliosquama,Shark Bay,,,-25.216583,113.382267,-25.207292,113.384583,-25.198000,113.386900,,,17.60,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS201115-04,2020/11/15,Aipysurus,foliosquama,Shark Bay,,,-24.983967,113.278283,-24.974725,113.280050,-24.965483,113.281817,,,18.30,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS201115-05,2020/11/15,Aipysurus,foliosquama,Shark Bay,,,-24.802567,113.308750,-24.792767,113.308600,-24.782967,113.308450,,,28.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS201116-01,2020/11/16,Aipysurus,foliosquama,Shark Bay,,,-24.971683,113.193533,-24.962675,113.195133,-24.953667,113.196733,,,16.20,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS201118-02,2020/11/18,Aipysurus,foliosquama,Shark Bay,,,-25.662783,113.239333,-25.653208,113.239008,-25.643633,113.238683,,,17.10,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS201119-02,2020/11/19,Aipysurus,foliosquama,Shark Bay,,,-25.585000,113.224250,-25.575708,113.222625,-25.566417,113.221000,,,16.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210212-03,2021/02/12,Aipysurus,foliosquama,Shark Bay,,,-25.301667,113.663650,-25.292658,113.659950,-25.283650,113.656250,,,12.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210212-04,2021/02/12,Aipysurus,foliosquama,Shark Bay,,,-25.396667,113.582433,-25.386300,113.580833,-25.375933,113.579233,,,14.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210213-01,2021/02/13,Aipysurus,foliosquama,Shark Bay,,,-25.179317,113.441000,-25.171325,113.435633,-25.163333,113.430267,,,16.90,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210213-02,2021/02/13,Aipysurus,foliosquama,Shark Bay,,,-25.179317,113.441000,-25.171325,113.435633,-25.163333,113.430267,,,16.90,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210213-04,2021/02/13,Aipysurus,foliosquama,Shark Bay,,,-25.257400,113.654550,-25.248775,113.650983,-25.240150,113.647417,,,11.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210213-05,2021/02/13,Aipysurus,foliosquama,Shark Bay,,,-25.257400,113.654550,-25.248775,113.650983,-25.240150,113.647417,,,11.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210213-06,2021/02/13,Aipysurus,foliosquama,Shark Bay,,,-25.218800,113.637933,-25.211892,113.631217,-25.204983,113.624500,,,12.30,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210214-02,2021/02/14,Aipysurus,foliosquama,Shark Bay,,,-24.781617,113.243050,-24.791083,113.243317,-24.800550,113.243583,,,24.70,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210215-01,2021/02/15,Aipysurus,foliosquama,Shark Bay,,,-25.100583,113.287833,-25.109575,113.287742,-25.118567,113.287650,,,17.70,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210216-02,2021/02/16,Aipysurus,foliosquama,Shark Bay,,,-25.260000,113.421733,-25.250117,113.422250,-25.240233,113.422767,,,16.70,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210218-02,2021/02/18,Aipysurus,foliosquama,Shark Bay,,,-25.660800,113.237800,-25.651608,113.238267,-25.642417,113.238733,,,16.40,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210218-04,2021/02/18,Aipysurus,foliosquama,Shark Bay,,,-25.691867,113.235800,-25.683058,113.234650,-25.674250,113.233500,,,16.70,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210219-02,2021/02/19,Aipysurus,foliosquama,Shark Bay,,,-25.597667,113.107583,-25.589325,113.102475,-25.580983,113.097367,,,18.50,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210219-05,2021/02/19,Aipysurus,foliosquama,Shark Bay,,,-25.578200,113.063683,-25.584808,113.070108,-25.591417,113.076533,,,14.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210219-06,2021/02/19,Aipysurus,foliosquama,Shark Bay,,,-25.572783,113.201867,-25.562958,113.201117,-25.553133,113.200367,,,18.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210219-07,2021/02/19,Aipysurus,foliosquama,Shark Bay,,,-25.572783,113.201867,-25.562958,113.201117,-25.553133,113.200367,,,18.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS200421-2,2021/04/21,Aipysurus,foliosquama,Exmouth Gulf,,,-22.166383,114.241950,-22.166183,114.209817,-22.165983,114.177683,,,12.50,91,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210421,2021/04/21,Aipysurus,foliosquama,Exmouth Gulf,,,-22.166383,114.241950,-22.166183,114.209817,-22.165983,114.177683,,,12.50,91,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210801-6,2021/08/01,Aipysurus,foliosquama,Shark Bay,,,-25.725850,113.243483,-25.741183,113.243792,-25.756517,113.244100,,,13.60,30,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS0210802,2021/08/02,Aipysurus,foliosquama,Shark Bay,,,-25.558633,113.057850,-25.571633,113.069817,-25.584633,113.081783,,,13.60,30,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210602-3,2021/06/02,aipysurus,foliosquama,Shark Bay,,,-25.192767,113.616133,-25.200242,113.623733,-25.207717,113.631333,,,11.90,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210605-1,2021/06/05,Aipysurus,foliosquama,Shark Bay,,,-24.893050,113.288583,-24.883575,113.286700,-24.874100,113.284817,,,19.90,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210605-3,2021/06/05,Aipysurus,foliosquama,Shark Bay,,,-24.983683,113.290200,-24.973683,113.288633,-24.963683,113.287067,,,19.60,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210605-5,2021/06/05,Aipysurus,foliosquama,Shark Bay,,,-25.073267,113.285433,-25.062817,113.284108,-25.052367,113.282783,,,17.60,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS210606-2,2021/06/06,Aipysurus,foliosquama,Shark Bay,,,-25.554333,113.202583,-25.563942,113.202342,-25.573550,113.202100,,,18.00,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS211102-1,2021/11/02,Aipysurus,foliosquama,Shark Bay,,,-25.443167,113.375233,-25.433958,113.378233,-25.424750,113.381233,,,14.60,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS211102-2,2021/11/02,Aipysurus,foliosquama,Shark Bay,,,-25.353733,113.442317,-25.343950,113.442233,-25.334167,113.442150,,,14.30,20,,,,,,,
ATM_DPIRDFisheriesSurvey,Trawl,KLS1696,2024/06/03,Aipysurus,foliosquama,Shark Bay,,,-25.256033,113.411150,-25.247050,113.410042,-25.238067,113.408933,-25.322417,113.401150,,20,F,1045.0,100.0,12.0,989002028399618,,
ATM_DPIRDFisheriesSurvey,Trawl,KLS1700,2024/06/05,Aipysurus,foliosquama,Shark Bay,,,-25.632800,113.164017,-25.623425,113.163109,-25.614050,113.162200,-25.646217,113.138850,,20,M,590.0,74.5,9.0,989002028399677,,
ATM_DPIRDFisheriesSurvey,Trawl,KLS1701,2024/06/05,Aipysurus,foliosquama,Shark Bay,,,-25.632800,113.164017,-25.623425,113.163109,-25.614050,113.162200,,,,20,F,510.0,85.0,14.0,,,specimen kept
ATM_DPIRDFisheriesSurvey,Trawl,KLS1702,2024/06/05,Aipysurus,foliosquama,Shark Bay,,,-25.607917,113.212250,-25.598559,113.212617,-25.589200,113.212983,-25.583950,113.223033,,20,F,640.0,83.5,9.0,989002028399697,,
ATM_DPIRDFisheriesSurvey,Trawl,KLS1707,2024/06/06,Aipysurus,foliosquama,Shark Bay,,,-25.029717,113.336333,-25.020975,113.336883,-25.012233,113.337433,-24.985317,113.288100,,20,F,850.0,93.5,11.0,989002028399674,,
ATM_DPIRDFisheriesSurvey,Trawl,KLS1708,2024/06/07,Aipysurus,foliosquama,Shark Bay,,,-24.916983,113.271400,-24.926183,113.271184,-24.935383,113.270967,-24.964983,113.222533,,20,M,485.0,71.0,8.0,989002028399633,,
ATM_DPIRDFisheriesSurvey,Trawl,KLS1710,2024/06/07,Aipysurus,foliosquama,Shark Bay,,,-24.971000,113.192750,-24.961792,113.194550,-24.952583,113.196350,-24.908250,113.222133,,20,F,820.0,98.0,11.2,989002028399658,,
ATM_DPIRDFisheriesSurvey,Trawl,KLS1723,2024/09/25,Aipysurus,apraefrontalis,Exmouth Gulf,,,-22.065367,114.320033,-22.004825,114.357258,-21.944283,114.394483,,,12.85,150,F,318.0,,,989002028399616,,
ATM_DPIRDFisheriesSurvey,Trawl,KLS1815,2024/11/22,Aipysurus,foliosquama,Shark Bay,,,-25.444467,113.587767,-25.453009,113.591609,-25.461550,113.595450,,,16.20,20,?,565.0,72.0,7.0,989002028400654,,shot 2
ATM_DPIRDFisheriesSurvey,Trawl,KLS1823,2024/11/27,Aipysurus,foliosquama,Shark Bay,,,-25.705267,113.149933,-25.696484,113.151642,-25.687700,113.153350,,,21.60,20,F,1090.0,105.0,12.5,989002028400697,,shot 55
ATM_DPIRDFisheriesSurvey,Trawl,KLS1826,2024/11/29,Aipysurus,foliosquama,Shark Bay,,,-25.581383,113.222950,-25.572550,113.221284,-25.563717,113.219617,,,18.80,20,F,930.0,100.0,13.3,989002028400698,,"shot 76, DS50"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1827,2024/11/29,Aipysurus,foliosquama,Shark Bay,,,-25.486567,113.408633,-25.478734,113.414142,-25.470900,113.419650,,,19.35,20,?,600.0,85.0,10.2,989002028400655,,"shot 79, WC121"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1828,2024/11/29,Aipysurus,foliosquama,Shark Bay,,,-25.400000,113.410550,-25.390950,113.412367,-25.381900,113.414183,,,15.70,20,F,900.0,92.5,10.6,989002028400610,,"shot 82, WC44"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1830,2024/11/30,Aipysurus,foliosquama,Shark Bay,,,-25.400933,113.438600,-25.391633,113.439475,-25.382333,113.440350,,,17.95,20,F,730.0,92.0,10.0,989002028400620,,"shot 83, WC43"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1831,2024/11/30,Aipysurus,foliosquama,Shark Bay,,,-25.258250,113.449450,-25.248709,113.449675,-25.239167,113.449900,-25.261333,113.415983,19.15,20,F,795.0,102.0,12.2,989002028400703,,"shot 90, WC34, released start of shot 91"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1835,2024/12/02,Aipysurus,foliosquama,Shark Bay,,,-24.940033,113.297383,-24.930208,113.297750,-24.920383,113.298117,,,24.20,20,?,775.0,87.0,10.4,989002028400625,,"shot 112, WC9"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1836,2024/12/03,Aipysurus,foliosquama,Shark Bay,,,-24.935767,113.271050,-24.926409,113.270850,-24.917050,113.270650,-24.889717,113.275633,22.00,20,F,815.0,92.7,13.0,989002028400607,,"shot 113, WC10, released start of shot 114"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1837,2024/12/03,Aipysurus,foliosquama,Shark Bay,-24.931383,113.249217,,,,,,,,,,20,M,,79.5,8.0,,,"caught on trawl net on the way to anchor, frozen, specimen kept"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1838,2024/12/03,Aipysurus,foliosquama,Shark Bay,,,-24.972250,113.194067,-24.963250,113.195159,-24.954250,113.196250,,,19.30,20,F,790.0,93.5,10.0,989002028400665,,"shot 116, WC12"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1840,2024/12/03,Aipysurus,foliosquama,Shark Bay,,,-24.807417,113.236100,-24.797667,113.235600,-24.787917,113.235100,-24.795583,113.272133,25.15,20,F,540.0,97.0,12.5,989002028400689,,"shot 121, WC1, released -24° 47.735, 113° 16.328"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1841,2024/12/04,Aipysurus,foliosquama,Shark Bay,,,-24.831550,113.365000,-24.821900,113.364050,-24.812250,113.363100,-24.784850,113.353750,20.45,20,F,595.0,78.0,19.0,989002028400659,,"shot 127, KO130, released -24° 47.091, 113° 21.225"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1846,2025/02/22,Aipysurus,foliosquama,Shark Bay,,,-25.183783,113.608433,-25.175067,113.600817,-25.166350,113.593200,,,12.00,20,F,150.0,90.0,10.0,989002028400649,,CP47
ATM_DPIRDFisheriesSurvey,Trawl,KLS1850,2025/02/27,Aipysurus,foliosquama,Shark Bay,,,-24.961983,113.277267,-24.971242,113.279459,-24.980500,113.281650,,,18.45,20,F,350.0,84.0,6.0,989002028400645,,WC14
ATM_DPIRDFisheriesSurvey,Trawl,KLS1852,2025/02/28,Aipysurus,foliosquama,Shark Bay,,,-25.194300,113.382050,-25.203809,113.382700,-25.213317,113.383350,,,18.00,20,F,650.0,105.0,11.0,"Tagged, not recorded",,"WC33, pregnant"
ATM_DPIRDFisheriesSurvey,Trawl,KLS1853,2025/02/28,Aipysurus,foliosquama,Shark Bay,,,-25.704783,113.182700,-25.695817,113.185917,-25.686850,113.189133,,,18.15,20,M,600.0,102.0,12.0,989002028400694,,DS66
ATM_DPIRDFisheriesSurvey,Trawl,KLS1857,2025/03/01,Aipysurus,foliosquama,Shark Bay,,,-25.641200,113.207583,-25.632109,113.207692,-25.623017,113.207800,,,16.20,20,M,500.0,107.0,13.0,989002028400608,,DS111
ATM_DPIRDFisheriesSurvey,Trawl,KLS1858,2025/03/01,Aipysurus,foliosquama,Shark Bay,,,-25.641200,113.207583,-25.632109,113.207692,-25.623017,113.207800,,,16.20,20,M,500.0,100.0,9.0,989002028400662,,DS111
ATM_DPIRDFisheriesSurvey,Trawl,KLS1859,2025/03/01,Aipysurus,foliosquama,Shark Bay,,,-25.641200,113.207583,-25.632109,113.207692,-25.623017,113.207800,,,16.20,20,M,750.0,98.0,12.0,989002028400648,,DS111
ATM_DPIRDFisheriesSurvey,Trawl,KLS1861,2025/03/02,Aipysurus,foliosquama,Shark Bay,,,-25.654000,113.238733,-25.644709,113.239833,-25.635417,113.240933,,,15.90,20,F,550.0,84.0,10.0,989002028399666,,DS60
ATM_DPIRDFisheriesSurvey,Trawl,KLS1862,2025/03/02,Aipysurus,foliosquama,Shark Bay,,,-25.586533,113.223667,-25.577017,113.223434,-25.567500,113.223200,,,16.30,20,M,250.0,93.0,12.0,989002028399629,,DS50
ATM_DPIRDFisheriesSurvey,Trawl,KLS1863,2025/03/02,Aipysurus,foliosquama,Shark Bay,,,-25.586533,113.223667,-25.577017,113.223434,-25.567500,113.223200,,,16.30,20,F,450.0,90.0,9.0,989002028399657,,DS50
ATM_DPIRDFisheriesSurvey,Trawl,KLS1864,2025/03/02,Aipysurus,foliosquama,Shark Bay,,,-25.586533,113.223667,-25.577017,113.223434,-25.567500,113.223200,,,16.30,20,M,300.0,75.0,8.0,989002028399646,,DS50
ATM_DPIRDFisheriesSurvey,Trawl,KLS1865,2025/03/02,Aipysurus,foliosquama,Shark Bay,,,-25.586533,113.223667,-25.577017,113.223434,-25.567500,113.223200,,,16.30,20,M,250.0,101.0,10.0,989002028399651,,DS50
ATM_DPIRDFisheriesSurvey,Trawl,KLS1867,2025/03/03,Aipysurus,foliosquama,Shark Bay,,,-25.355733,113.382600,-25.346392,113.382692,-25.337050,113.382783,,,15.30,20,F,600.0,82.0,9.0,989002028399635,,WC42
ATM_DPIRDFisheriesSurvey,Trawl,KLS1924,2025/04/07,Aipysurus,apraefrontalis,Exmouth Gulf,,,-22.144350,114.197900,-22.108484,114.230309,-22.072617,114.262717,,,17.05,90,,570.0,98.1,9.3,989002028400601,,"Site 18, Shot 14, processed tagged and released on deck, trawl transect depth started at 16.1 m, ended at 18.0 m, SVL + TailL measured with ImageJ"
ATM_DPIRDFisheriesSurvey,Trawl,14.11.25.foliosquama1,2025/11/14,Aipysurus,foliosquama,Shark Bay,,,-25.171400,113.445333,-25.162192,113.358508,-25.152983,113.271683,,,17.15,20,,,,,,,"not onboard, recorded by DPIRD staff, Site CP30"
ATM_DPIRDFisheriesSurvey,Trawl,17.11.25.foliosquama1,2025/11/17,Aipysurus,foliosquama,Shark Bay,,,-25.577983,113.135700,-25.585750,113.140592,-25.593517,113.145483,,,18.80,20,,,,,,,"not onboard, recorded by DPIRD staff, Site DS52"
ATM_DPIRDFisheriesSurvey,Trawl,18.11.25.foliosquama1,2025/11/18,Aipysurus,foliosquama,Shark Bay,,,-25.555517,113.202183,-25.564584,113.202317,-25.573650,113.202450,,,18.50,20,,,,,,,"not onboard, recorded by DPIRD staff, Site DS51"
ATM_DPIRDFisheriesSurvey,Trawl,18.11.25.foliosquama2,2025/11/18,Aipysurus,foliosquama,Shark Bay,,,-25.555517,113.202183,-25.564584,113.202317,-25.573650,113.202450,,,18.50,20,,,,,,,"not onboard, recorded by DPIRD staff, Site DS51"
ATM_DPIRDFisheriesSurvey,Trawl,18.11.25.foliosquama3,2025/11/18,Aipysurus,foliosquama,Shark Bay,,,-25.555517,113.202183,-25.564584,113.202317,-25.573650,113.202450,,,18.50,20,,,,,,,"not onboard, recorded by DPIRD staff, Site DS51"
ATM_DPIRDFisheriesSurvey,Trawl,18.11.25.foliosquama4,2025/11/18,Aipysurus,foliosquama,Shark Bay,,,-25.563617,113.217783,-25.572850,113.219708,-25.582083,113.221633,,,17.35,20,,,,,,,"not onboard, recorded by DPIRD staff, Site DS50"
ATM_DPIRDFisheriesSurvey,Trawl,18.11.25.folio.no.photo,2025/11/18,Aipysurus,foliosquama,Shark Bay,,,-25.589433,113.214633,-25.598850,113.211150,-25.608267,113.207667,,,17.00,20,,,,,,,"not onboard, recorded by DPIRD staff, Site DS109"
ATM_DPIRDFisheriesSurvey,Trawl,19.11.foliosquama1,2025/11/19,Aipysurus,foliosquama,Shark Bay,,,-25.356833,113.439350,-25.347542,113.439659,-25.33825,113.439967,,,14.90,20,,,,,,,"not onboard, recorded by DPIRD staff, Site WC40"
ATM_DPIRDFisheriesSurvey,Trawl,19.11.foliosquama2,2025/11/19,Aipysurus,foliosquama,Shark Bay,,,-25.336500,113.419300,-25.344917,113.415275,-25.353333,113.41125,,,16.60,21,,,,,,,"not onboard, recorded by DPIRD staff, Site WC41"
ATM_DPIRDFisheriesSurvey,Trawl,19.11.foliosquama3,2025/11/19,Aipysurus,foliosquama,Shark Bay,,,-25.297683,113.382667,-25.287858,113.383617,-25.278033,113.384567,,,16.45,20,,,,,,,"not onboard, recorded by DPIRD staff, Site WC39"
ATM_DPIRDFisheriesSurvey,Trawl,19.11.foliosquama4,2025/11/19,Aipysurus,foliosquama,Shark Bay,,,-25.283500,113.415167,-25.291475,113.419700,-25.29945,113.424233,,,16.80,19,,,,,,,"not onboard, recorded by DPIRD staff, Site WC38"
ala_records_2025-01-21,HumanObservation,Snake-20,,Aipysurus,apraefrontalis,,-12.200000,123.100000,,,,,,,,,,,,,,,,,
