Source,SamplingMethod,SampleID,CollectionDate,Genus,Species,Location,Latitude,Longitude,StartLat,StartLong,MidLat,MidLong,EndLat,EndLong,ReleaseLat,ReleaseLong,Depth_m,ShotDuration_mins,Sex,Weight_g,SVL_cm,TailL_cm,PIT_tag,DArTseq,Notes
trawled_seasnakes.xlsx,Trawl,SS161128-01,2016/11/28,Aipysurus,foliosquama,Shark Bay,,,-25.605017,113.210617,-25.596233,113.212717,-25.587450,113.214817,,,15.90,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS170221-01,2017/02/21,Aipysurus,foliosquama,Shark Bay,,,-25.521900,113.628100,-25.512817,113.630650,-25.503733,113.633200,,,12.30,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS170223-02,2017/02/23,Aipysurus,foliosquama,Shark Bay,,,-25.260750,113.453600,-25.251592,113.454558,-25.242433,113.455517,,,15.20,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS170223-03,2017/02/23,Aipysurus,foliosquama,Shark Bay,,,-25.295950,113.427967,-25.304825,113.427642,-25.313700,113.427317,,,15.80,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS170224-01,2017/02/24,Aipysurus,foliosquama,Shark Bay,,,-25.673033,113.213033,-25.664300,113.210233,-25.655567,113.207433,,,17.30,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS170224-02,2017/02/24,Aipysurus,foliosquama,Shark Bay,,,-25.607167,113.207267,-25.599008,113.209525,-25.590850,113.211783,,,15.90,20,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS170320-01,2017/03/20,Aipysurus,foliosquama,Shark Bay,,,-25.104800,113.417633,-25.116475,113.422967,-25.128150,113.428300,,,19.00,30,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS170321-01,2017/03/21,Aipysurus,foliosquama,Shark Bay,,,-25.132233,113.460033,-25.115533,113.454458,-25.098833,113.448883,,,17.10,38,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS170519-01,2017/05/19,Aipysurus,foliosquama,Shark Bay,,,-25.348283,113.559167,-25.332325,113.550300,-25.316367,113.541433,,,14.30,30,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS170519-02,2017/05/19,Aipysurus,foliosquama,Shark Bay,,,-25.297367,113.656583,-25.283225,113.650350,-25.269083,113.644117,,,11.20,30,,,,,,,
trawled_seasnakes.xlsx,Trawl,SS170519-03,2017/05/19,Aipysurus,foliosquama,Shark Bay,,,-25.254000,113.630317,-25.238308,113.622083,-25.222617,113.613850,,,11.90,30,,,,,,,
