"","x","y","K2"
"8242",129.216263923586,-9.66915027543981,0.0600254572927952
"8243",129.298580286685,-9.66915027543981,0.0464778169989586
"8244",129.380896649784,-9.66915027543981,0.0330587103962898
"8245",129.463213012884,-9.66915027543981,0.0197303779423237
"8246",129.545529375983,-9.66915027543981,0.00688699306920171
"8247",129.627845739082,-9.66915027543981,0
"8248",129.710162102182,-9.66915027543981,0
"8249",129.792478465281,-9.66915027543981,0
"8250",129.87479482838,-9.66915027543981,0
"8523",128.886998471189,-9.7514666385391,0.100774139165878
"8524",128.969314834288,-9.7514666385391,0.0881708189845085
"8525",129.051631197387,-9.7514666385391,0.074836440384388
"8526",129.133947560487,-9.7514666385391,0.0615855529904366
"8527",129.216263923586,-9.7514666385391,0.0483993217349052
"8528",129.298580286685,-9.7514666385391,0.035258661955595
"8529",129.380896649784,-9.7514666385391,0.0223106276243925
"8530",129.463213012884,-9.7514666385391,0.00941301416605711
"8531",129.545529375983,-9.7514666385391,0.00113328627776355
"8532",129.627845739082,-9.7514666385391,0
"8533",129.710162102182,-9.7514666385391,0
"8534",129.792478465281,-9.7514666385391,0
"8535",129.87479482838,-9.7514666385391,0
"8801",128.310783929494,-9.83378300163838,0.174878284335136
"8802",128.393100292593,-9.83378300163838,0.168925166130066
"8803",128.475416655692,-9.83378300163838,0.158567517995834
"8804",128.557733018792,-9.83378300163838,0.144629061222076
"8805",128.640049381891,-9.83378300163838,0.130763843655586
"8806",128.72236574499,-9.83378300163838,0.117013789713383
"8807",128.804682108089,-9.83378300163838,0.103381730616093
"8808",128.886998471189,-9.83378300163838,0.0897985845804214
"8809",128.969314834288,-9.83378300163838,0.076373003423214
"8810",129.051631197387,-9.83378300163838,0.0630777925252914
"8811",129.133947560487,-9.83378300163838,0.0497918501496315
"8812",129.216263923586,-9.83378300163838,0.0366561412811279
"8813",129.298580286685,-9.83378300163838,0.0236217509955168
"8814",129.380896649784,-9.83378300163838,0.0106627233326435
"8815",129.463213012884,-9.83378300163838,0.00170218897983432
"8816",129.545529375983,-9.83378300163838,3.34423857566435e-05
"8817",129.627845739082,-9.83378300163838,0
"8818",129.710162102182,-9.83378300163838,0
"8819",129.792478465281,-9.83378300163838,0
"8820",129.87479482838,-9.83378300163838,0
"9068",126.829089393707,-9.91609936473767,0.446701437234879
"9069",126.911405756806,-9.91609936473767,0.430866301059723
"9070",126.993722119905,-9.91609936473767,0.415084570646286
"9071",127.076038483004,-9.91609936473767,0.399357616901398
"9072",127.158354846104,-9.91609936473767,0.383731126785278
"9073",127.240671209203,-9.91609936473767,0.368163257837296
"9074",127.322987572302,-9.91609936473767,0.35271030664444
"9075",127.405303935402,-9.91609936473767,0.337309807538986
"9076",127.487620298501,-9.91609936473767,0.32207190990448
"9077",127.5699366616,-9.91609936473767,0.306597739458084
"9078",127.652253024699,-9.91609936473767,0.290929585695267
"9079",127.734569387799,-9.91609936473767,0.275414407253265
"9080",127.816885750898,-9.91609936473767,0.259998649358749
"9081",127.899202113997,-9.91609936473767,0.24462354183197
"9082",127.981518477097,-9.91609936473767,0.229408070445061
"9083",128.063834840196,-9.91609936473767,0.214308753609657
"9084",128.146151203295,-9.91609936473767,0.19929139316082
"9085",128.228467566394,-9.91609936473767,0.18436923623085
"9086",128.310783929494,-9.91609936473767,0.171372473239899
"9087",128.393100292593,-9.91609936473767,0.160648077726364
"9088",128.475416655692,-9.91609936473767,0.146590530872345
"9089",128.557733018792,-9.91609936473767,0.132657706737518
"9090",128.640049381891,-9.91609936473767,0.118793480098248
"9091",128.72236574499,-9.91609936473767,0.105068162083626
"9092",128.804682108089,-9.91609936473767,0.0914187729358673
"9093",128.886998471189,-9.91609936473767,0.0778884589672089
"9094",128.969314834288,-9.91609936473767,0.0644654408097267
"9095",129.051631197387,-9.91609936473767,0.051205188035965
"9096",129.133947560487,-9.91609936473767,0.0379465743899345
"9097",129.216263923586,-9.91609936473767,0.0248193051666021
"9098",129.298580286685,-9.91609936473767,0.0119000449776649
"9099",129.380896649784,-9.91609936473767,0.00228887121193111
"9100",129.463213012884,-9.91609936473767,5.29095814272296e-05
"9101",129.545529375983,-9.91609936473767,0
"9102",129.627845739082,-9.91609936473767,0
"9103",129.710162102182,-9.91609936473767,0
"9104",129.792478465281,-9.91609936473767,0
"9105",129.87479482838,-9.91609936473767,0
"9349",126.49982394131,-9.99841572783695,0.497269332408905
"9350",126.582140304409,-9.99841572783695,0.480435520410538
"9351",126.664456667508,-9.99841572783695,0.463653028011322
"9352",126.746773030607,-9.99841572783695,0.447418808937073
"9353",126.829089393707,-9.99841572783695,0.435451865196228
"9354",126.911405756806,-9.99841572783695,0.419525146484375
