Source,SamplingMethod,SampleID,CollectionDate,Genus,Species,Location,Latitude,Longitude,StartLat,StartLong,MidLat,MidLong,EndLat,EndLong,ReleaseLat,ReleaseLong,ShotDuration,Sex,Comments
trawled_seasnakes,Trawl,SS191114-01,2019-11-14,Aipysurus,foliosquama,Shark Bay,,,-25.92233333,113.2267,-25.9132,113.2252167,-25.90406667,113.2237333,,,20,,
trawled_seasnakes,Trawl,SS191116-01,2019-11-16,Aipysurus,foliosquama,Shark Bay,,,-25.6499,113.1862667,-25.65986667,113.1872667,-25.66983333,113.1882667,,,20,,
trawled_seasnakes,Trawl,SS191116-03,2019-11-16,Aipysurus,foliosquama,Shark Bay,,,-25.64018333,113.2113,-25.630975,113.2113333,-25.62176667,113.2113667,,,20,,
trawled_seasnakes,Trawl,SS191116-05,2019-11-16,Aipysurus,foliosquama,Shark Bay,,,-25.64046667,113.2377833,-25.64935,113.2382917,-25.65823333,113.2388,,,20,,
trawled_seasnakes,Trawl,SS191117-01,2019-11-17,Aipysurus,foliosquama,Shark Bay,,,-25.45035,113.4099833,-25.44193333,113.4146083,-25.43351667,113.4192333,,,20,,
trawled_seasnakes,Trawl,SS191117-03,2019-11-17,Aipysurus,foliosquama,Shark Bay,,,-25.40566667,113.3814167,-25.39564167,113.38325,-25.38561667,113.3850833,,,20,,
trawled_seasnakes,Trawl,SS191117-04,2019-11-17,Aipysurus,foliosquama,Shark Bay,,,-25.40566667,113.3814167,-25.39564167,113.38325,-25.38561667,113.3850833,,,20,,
trawled_seasnakes,Trawl,SS191118-01,2019-11-18,Aipysurus,foliosquama,Shark Bay,,,-25.35453333,113.3821833,-25.34515,113.3830833,-25.33576667,113.3839833,,,20,,
trawled_seasnakes,Trawl,SS191118-02,2019-11-18,Aipysurus,foliosquama,Shark Bay,,,-25.35453333,113.3821833,-25.34515,113.3830833,-25.33576667,113.3839833,,,20,,
trawled_seasnakes,Trawl,SS191119-03,2019-11-19,Aipysurus,foliosquama,Shark Bay,,,-25.34226667,113.64935,-25.33305,113.650825,-25.32383333,113.6523,,,20,,
trawled_seasnakes,Trawl,SS191121-01,2019-11-21,Aipysurus,foliosquama,Shark Bay,,,-25.20435,113.4124333,-25.1951,113.4143167,-25.18585,113.4162,,,20,,
trawled_seasnakes,Trawl,SS191123-01,2019-11-23,Aipysurus,foliosquama,Shark Bay,,,-25.07065,113.2854833,-25.06218333,113.2839917,-25.05371667,113.2825,,,20,,
trawled_seasnakes,Trawl,SS191123-02,2019-11-23,Aipysurus,foliosquama,Shark Bay,,,-25.07913333,113.3446667,-25.06975833,113.3469833,-25.06038333,113.3493,,,20,,
trawled_seasnakes,Trawl,SS191123-04,2019-11-23,Aipysurus,foliosquama,Shark Bay,,,-25.00135,113.2268833,-24.99365,113.2210417,-24.98595,113.2152,,,20,,
trawled_seasnakes,Trawl,SS191124-02,2019-11-24,Aipysurus,foliosquama,Shark Bay,,,-24.8846,113.2721,-24.87535,113.2721667,-24.8661,113.2722333,,,20,,
trawled_seasnakes,Trawl,SS200220-04,2020-02-20,Aipysurus,foliosquama,Shark Bay,,,-25.37856667,113.4505333,-25.38723333,113.444575,-25.3959,113.4386167,,,20,,
trawled_seasnakes,Trawl,SS200220-05,2020-02-20,Aipysurus,foliosquama,Shark Bay,,,-25.35705,113.4077833,-25.34776667,113.4109333,-25.33848333,113.4140833,,,20,,
trawled_seasnakes,Trawl,SS200221-01,2020-02-21,Aipysurus,foliosquama,Shark Bay,,,-25.65751667,113.2672833,-25.666425,113.2616583,-25.67533333,113.2560333,,,21,,
trawled_seasnakes,Trawl,SS200223-05,2020-02-23,Aipysurus,foliosquama,Shark Bay,,,-25.30563333,113.45095,-25.29649167,113.4468417,-25.28735,113.4427333,,,20,,
trawled_seasnakes,Trawl,SS200223-06,2020-02-23,Aipysurus,foliosquama,Shark Bay,,,-25.28351667,113.4263833,-25.293675,113.42495,-25.30383333,113.4235167,,,20,,
trawled_seasnakes,Trawl,SS200223-07,2020-02-23,Aipysurus,foliosquama,Shark Bay,,,-25.29803333,113.3783333,-25.28813333,113.3836,-25.27823333,113.3888667,,,20,,
trawled_seasnakes,Trawl,SS200225-01,2020-02-25,Aipysurus,foliosquama,Shark Bay,,,-24.88676667,113.2617833,-24.89625,113.259325,-24.90573333,113.2568667,,,20,,
trawled_seasnakes,Trawl,SS200316-01,2020-03-16,Aipysurus,foliosquama,Shark Bay,,,-25.25568333,113.6261167,-25.24326666,113.616825,-25.23085,113.6075333,,,30,,
trawled_seasnakes,Trawl,SS200611-01,2020-06-11,Aipysurus,foliosquama,Shark Bay,,,-25.21813334,113.6099667,-25.23348334,113.6107083,-25.24883334,113.61145,,,30,,
trawled_seasnakes,Trawl,SS200612-02,2020-08-12,Aipysurus,foliosquama,Shark Bay,,,-25.63793335,113.2063333,-25.65383333,113.2071,-25.6697333,113.2078667,,,30,,
trawled_seasnakes,Trawl,SS201112-05,2020-11-12,Aipysurus,foliosquama,Shark Bay,,,-25.18183333,113.5532667,-25.172925,113.5495167,-25.16401667,113.5457667,,,20,,
trawled_seasnakes,Trawl,SS201114-01,2020-11-14,Aipysurus,foliosquama,Shark Bay,,,-25.21658333,113.3822667,-25.20729167,113.3845833,-25.198,113.3869,,,20,,
trawled_seasnakes,Trawl,SS201115-04,2020-11-15,Aipysurus,foliosquama,Shark Bay,,,-24.98396667,113.2782833,-24.974725,113.28005,-24.96548333,113.2818167,,,20,,
trawled_seasnakes,Trawl,SS201115-05,2020-11-15,Aipysurus,foliosquama,Shark Bay,,,-24.80256667,113.30875,-24.79276667,113.3086,-24.78296667,113.30845,,,20,,
trawled_seasnakes,Trawl,SS201116-01,2020-11-16,Aipysurus,foliosquama,Shark Bay,,,-24.97168333,113.1935333,-24.962675,113.1951333,-24.95366667,113.1967333,,,20,,
trawled_seasnakes,Trawl,SS201118-02,2020-11-18,Aipysurus,foliosquama,Shark Bay,,,-25.66278333,113.2393333,-25.65320833,113.2390083,-25.64363333,113.2386833,,,20,,
trawled_seasnakes,Trawl,SS201119-02,2020-11-19,Aipysurus,foliosquama,Shark Bay,,,-25.585,113.22425,-25.57570833,113.222625,-25.56641667,113.221,,,20,,
trawled_seasnakes,Trawl,SS210212-03,2021-02-12,Aipysurus,foliosquama,Shark Bay,,,-25.30166667,113.66365,-25.29265833,113.65995,-25.28365,113.65625,,,20,,
trawled_seasnakes,Trawl,SS210212-04,2021-02-12,Aipysurus,foliosquama,Shark Bay,,,-25.39666667,113.5824333,-25.3863,113.5808333,-25.37593333,113.5792333,,,20,,
trawled_seasnakes,Trawl,SS210213-01,2021-02-13,Aipysurus,foliosquama,Shark Bay,,,-25.17931667,113.441,-25.171325,113.4356333,-25.16333333,113.4302667,,,20,,
trawled_seasnakes,Trawl,SS210213-02,2021-02-13,Aipysurus,foliosquama,Shark Bay,,,-25.17931667,113.441,-25.171325,113.4356333,-25.16333333,113.4302667,,,20,,
trawled_seasnakes,Trawl,SS210213-04,2021-02-13,Aipysurus,foliosquama,Shark Bay,,,-25.2574,113.65455,-25.248775,113.6509833,-25.24015,113.6474167,,,20,,
trawled_seasnakes,Trawl,SS210213-05,2021-02-13,Aipysurus,foliosquama,Shark Bay,,,-25.2574,113.65455,-25.248775,113.6509833,-25.24015,113.6474167,,,20,,
trawled_seasnakes,Trawl,SS210213-06,2021-02-13,Aipysurus,foliosquama,Shark Bay,,,-25.2188,113.6379333,-25.21189167,113.6312167,-25.20498333,113.6245,,,20,,
trawled_seasnakes,Trawl,SS210214-02,2021-02-14,Aipysurus,foliosquama,Shark Bay,,,-24.78161667,113.24305,-24.79108333,113.2433167,-24.80055,113.2435833,,,20,,
trawled_seasnakes,Trawl,SS210215-01,2021-02-15,Aipysurus,foliosquama,Shark Bay,,,-25.10058333,113.2878333,-25.109575,113.2877417,-25.11856667,113.28765,,,20,,
trawled_seasnakes,Trawl,SS210216-02,2021-02-16,Aipysurus,foliosquama,Shark Bay,,,-25.26,113.4217333,-25.25011667,113.42225,-25.24023333,113.4227667,,,20,,
trawled_seasnakes,Trawl,SS210218-02,2021-02-18,Aipysurus,foliosquama,Shark Bay,,,-25.6608,113.2378,-25.65160833,113.2382667,-25.64241667,113.2387333,,,20,,
trawled_seasnakes,Trawl,SS210218-04,2021-02-18,Aipysurus,foliosquama,Shark Bay,,,-25.69186667,113.2358,-25.68305833,113.23465,-25.67425,113.2335,,,20,,
trawled_seasnakes,Trawl,SS210219-02,2021-02-19,Aipysurus,foliosquama,Shark Bay,,,-25.59766667,113.1075833,-25.589325,113.102475,-25.58098333,113.0973667,,,20,,
trawled_seasnakes,Trawl,SS210219-05,2021-02-19,Aipysurus,foliosquama,Shark Bay,,,-25.5782,113.0636833,-25.58480833,113.0701083,-25.59141667,113.0765333,,,20,,
trawled_seasnakes,Trawl,SS210219-06,2021-02-19,Aipysurus,foliosquama,Shark Bay,,,-25.57278333,113.2018667,-25.56295833,113.2011167,-25.55313333,113.2003667,,,20,,
trawled_seasnakes,Trawl,SS210219-07,2021-02-19,Aipysurus,foliosquama,Shark Bay,,,-25.57278333,113.2018667,-25.56295833,113.2011167,-25.55313333,113.2003667,,,20,,
trawled_seasnakes,Trawl,SS200421-2,2021-04-21,Aipysurus,foliosquama,Exmouth Gulf,,,-22.16638333,114.24195,-22.16618333,114.2098167,-22.16598333,114.1776833,,,91,,
trawled_seasnakes,Trawl,SS210421,2021-04-21,Aipysurus,foliosquama,Exmouth Gulf,,,-22.16638333,114.24195,-22.16618333,114.2098167,-22.16598333,114.1776833,,,91,,
trawled_seasnakes,Trawl,SS210801-6,2021-08-01,Aipysurus,foliosquama,Shark Bay,,,-25.72584998,113.2434833,-25.74118331,113.2437917,-25.75651665,113.2441,,,30,,
trawled_seasnakes,Trawl,SS0210802,2021-08-02,Aipysurus,foliosquama,Shark Bay,,,-25.55863336,113.05785,-25.57163334,113.0698167,-25.58463332,113.0817833,,,30,,
trawled_seasnakes,Trawl,SS210602-3,2021-06-02,aipysurus,foliosquama,Shark Bay,,,-25.19276667,113.6161333,-25.20024167,113.6237333,-25.20771667,113.6313333,,,20,,
trawled_seasnakes,Trawl,SS210605-1,2021-06-05,Aipysurus,foliosquama,Shark Bay,,,-24.89305,113.2885833,-24.883575,113.2867,-24.8741,113.2848167,,,20,,
trawled_seasnakes,Trawl,SS210605-3,2021-06-05,Aipysurus,foliosquama,Shark Bay,,,-24.98368333,113.2902,-24.97368333,113.2886333,-24.96368333,113.2870667,,,20,,
trawled_seasnakes,Trawl,SS210605-5,2021-06-05,Aipysurus,foliosquama,Shark Bay,,,-25.07326667,113.2854333,-25.06281667,113.2841083,-25.05236667,113.2827833,,,20,,
trawled_seasnakes,Trawl,SS210606-2,2021-06-06,Aipysurus,foliosquama,Shark Bay,,,-25.55433333,113.2025833,-25.56394167,113.2023417,-25.57355,113.2021,,,20,,
trawled_seasnakes,Trawl,SS211102-1,2021-11-02,Aipysurus,foliosquama,Shark Bay,,,-25.44316667,113.3752333,-25.43395833,113.3782333,-25.42475,113.3812333,,,20,,
trawled_seasnakes,Trawl,SS211102-2,2021-11-02,Aipysurus,foliosquama,Shark Bay,,,-25.35373333,113.4423167,-25.34395,113.4422333,-25.33416667,113.44215,,,20,,
