Shark Bay	113.591609	-25.453009
Shark Bay	113.151642	-25.696484
Shark Bay	113.221284	-25.57255
Shark Bay	113.414142	-25.478734
Shark Bay	113.412367	-25.39095
Shark Bay	113.439475	-25.391633
Shark Bay	113.449675	-25.248709
Shark Bay	113.29775	-24.930208
Shark Bay	113.27085	-24.926409
Shark Bay	113.249217	-24.931383
Shark Bay	113.195159	-24.96325
Shark Bay	113.2356	-24.797667
Shark Bay	113.36405	-24.8219
Shark Bay	113.600817	-25.175067
Shark Bay	113.279459	-24.971242
Shark Bay	113.3827	-25.203809
Shark Bay	113.185917	-25.695817
Shark Bay	113.207692	-25.632109
Shark Bay	113.239833	-25.644709
Shark Bay	113.223434	-25.577017
Shark Bay	113.382692	-25.346392
Shark Bay	113.358508	-25.162192
Shark Bay	113.140592	-25.58575
Shark Bay	113.202317	-25.564584
Shark Bay	113.219708	-25.57285
Shark Bay	113.21115	-25.59885
Shark Bay	113.439659	-25.347542
Shark Bay	113.415275	-25.344917
Shark Bay	113.383617	-25.287858
Shark Bay	113.4197	-25.291475
Ashmore Reef	122.9	-12.2
Ashmore Reef	123.1	-12.2
Ashmore Reef	123.083	-12.2
Ashmore Reef	123.383	-12
Ashmore Reef	123.083	-12.233
Pilbara	118.1	-19.6
Ashmore Reef	123.083	-12.25
Ashmore Reef	123	-12.25
Ashmore Reef	123.4	-12
Ashmore Reef	123	-12.2
Shark Bay	113.7	-26.4
Shark Bay	113.2	-25.2
Ashmore Reef	123	-12.3
Ashmore Reef	123.08333	-12.2
Ashmore Reef	123.08333	-12.23333
Ashmore Reef	123.0333	-12.2833
Ashmore Reef	123.08333	-12.25
Ashmore Reef	123.38333	-12
Shark Bay	113.329992	-25.1156
Shark Bay	113.202317	-25.565483
Shark Bay	113.106708	-25.587592
Shark Bay	113.219325	-25.736358
Pilbara	118.288886	-20.050212
