"","x","y","layer"
"1",111.525001525879,-9.67500019073486,0
"2",111.575001513704,-9.67500019073486,0
"3",111.62500150153,-9.67500019073486,0
"4",111.675001489355,-9.67500019073486,0
"5",111.72500147718,-9.67500019073486,0
"6",111.775001465006,-9.67500019073486,0
"7",111.825001452831,-9.67500019073486,0
"8",111.875001440657,-9.67500019073486,0
"9",111.925001428482,-9.67500019073486,0
"10",111.975001416308,-9.67500019073486,0
"11",112.025001404133,-9.67500019073486,0
"12",112.075001391959,-9.67500019073486,0
"13",112.125001379784,-9.67500019073486,0
"14",112.175001367609,-9.67500019073486,0
"15",112.225001355435,-9.67500019073486,0
"16",112.27500134326,-9.67500019073486,0
"17",112.325001331086,-9.67500019073486,0
"18",112.375001318911,-9.67500019073486,0
"19",112.425001306737,-9.67500019073486,0
"20",112.475001294562,-9.67500019073486,0
"21",112.525001282387,-9.67500019073486,0
"22",112.575001270213,-9.67500019073486,0
"23",112.625001258038,-9.67500019073486,0
"24",112.675001245864,-9.67500019073486,0
"25",112.725001233689,-9.67500019073486,0
"26",112.775001221515,-9.67500019073486,0
"27",112.82500120934,-9.67500019073486,0
"28",112.875001197165,-9.67500019073486,0
"29",112.925001184991,-9.67500019073486,0
"30",112.975001172816,-9.67500019073486,0
"31",113.025001160642,-9.67500019073486,0
"32",113.075001148467,-9.67500019073486,0
"33",113.125001136293,-9.67500019073486,0
"34",113.175001124118,-9.67500019073486,0
"35",113.225001111944,-9.67500019073486,0
"36",113.275001099769,-9.67500019073486,0
"37",113.325001087594,-9.67500019073486,0
"38",113.37500107542,-9.67500019073486,0
"39",113.425001063245,-9.67500019073486,0
"40",113.475001051071,-9.67500019073486,0
"41",113.525001038896,-9.67500019073486,0
"42",113.575001026722,-9.67500019073486,0
"43",113.625001014547,-9.67500019073486,0
"44",113.675001002372,-9.67500019073486,0
"45",113.725000990198,-9.67500019073486,0
"46",113.775000978023,-9.67500019073486,0
"47",113.825000965849,-9.67500019073486,0
"48",113.875000953674,-9.67500019073486,0
"49",113.9250009415,-9.67500019073486,0
"50",113.975000929325,-9.67500019073486,0
"51",114.02500091715,-9.67500019073486,0
"52",114.075000904976,-9.67500019073486,0
"53",114.125000892801,-9.67500019073486,0
"54",114.175000880627,-9.67500019073486,0
"55",114.225000868452,-9.67500019073486,0
"56",114.275000856278,-9.67500019073486,0
"57",114.325000844103,-9.67500019073486,0
"58",114.375000831929,-9.67500019073486,0
"59",114.425000819754,-9.67500019073486,0
"60",114.475000807579,-9.67500019073486,0
"61",114.525000795405,-9.67500019073486,0
"62",114.57500078323,-9.67500019073486,0
"63",114.625000771056,-9.67500019073486,0
"64",114.675000758881,-9.67500019073486,0
"65",114.725000746707,-9.67500019073486,0
"66",114.775000734532,-9.67500019073486,0
"67",114.825000722357,-9.67500019073486,0
"68",114.875000710183,-9.67500019073486,0
"69",114.925000698008,-9.67500019073486,0
"70",114.975000685834,-9.67500019073486,0
"71",115.025000673659,-9.67500019073486,0
"72",115.075000661485,-9.67500019073486,0
"73",115.12500064931,-9.67500019073486,0
"74",115.175000637135,-9.67500019073486,0
"75",115.225000624961,-9.67500019073486,0
"76",115.275000612786,-9.67500019073486,0
"77",115.325000600612,-9.67500019073486,0
"78",115.375000588437,-9.67500019073486,0
"79",115.425000576263,-9.67500019073486,0
"80",115.475000564088,-9.67500019073486,0
"81",115.525000551914,-9.67500019073486,0
"82",115.575000539739,-9.67500019073486,0
"83",115.625000527564,-9.67500019073486,0
"84",115.67500051539,-9.67500019073486,0
"85",115.725000503215,-9.67500019073486,0
"86",115.775000491041,-9.67500019073486,0
"87",115.825000478866,-9.67500019073486,0
"88",115.875000466692,-9.67500019073486,0
"89",115.925000454517,-9.67500019073486,0
"90",115.975000442342,-9.67500019073486,0
"91",116.025000430168,-9.67500019073486,0
"92",116.075000417993,-9.67500019073486,0
"93",116.125000405819,-9.67500019073486,0
"94",116.175000393644,-9.67500019073486,0
"95",116.22500038147,-9.67500019073486,0
"96",116.275000369295,-9.67500019073486,0
"97",116.32500035712,-9.67500019073486,0
"98",116.375000344946,-9.67500019073486,0
"99",116.425000332771,-9.67500019073486,0
"100",116.475000320597,-9.67500019073486,0
"101",116.525000308422,-9.67500019073486,0
"102",116.575000296248,-9.67500019073486,0
"103",116.625000284073,-9.67500019073486,0
"104",116.675000271899,-9.67500019073486,0
"105",116.725000259724,-9.67500019073486,0
"106",116.775000247549,-9.67500019073486,0
"107",116.825000235375,-9.67500019073486,0
"108",116.8750002232,-9.67500019073486,0
"109",116.925000211026,-9.67500019073486,0
"110",116.975000198851,-9.67500019073486,0
"111",117.025000186677,-9.67500019073486,0
"112",117.075000174502,-9.67500019073486,0
"113",117.125000162327,-9.67500019073486,0
"114",117.175000150153,-9.67500019073486,0
"115",117.225000137978,-9.67500019073486,0
"116",117.275000125804,-9.67500019073486,0
"117",117.325000113629,-9.67500019073486,0
"118",117.375000101455,-9.67500019073486,0
"119",117.42500008928,-9.67500019073486,0
"120",117.475000077105,-9.67500019073486,0
"121",117.525000064931,-9.67500019073486,0
"122",117.575000052756,-9.67500019073486,0
"123",117.625000040582,-9.67500019073486,0
"124",117.675000028407,-9.67500019073486,0
"125",117.725000016233,-9.67500019073486,0
"126",117.775000004058,-9.67500019073486,0
"127",117.824999991884,-9.67500019073486,0
"128",117.874999979709,-9.67500019073486,0
"129",117.924999967534,-9.67500019073486,0
"130",117.97499995536,-9.67500019073486,0
"131",118.024999943185,-9.67500019073486,0
"132",118.074999931011,-9.67500019073486,0
"133",118.124999918836,-9.67500019073486,0
"134",118.174999906662,-9.67500019073486,0
"135",118.224999894487,-9.67500019073486,0
"136",118.274999882312,-9.67500019073486,0
"137",118.324999870138,-9.67500019073486,0
"138",118.374999857963,-9.67500019073486,0
"139",118.424999845789,-9.67500019073486,0
"140",118.474999833614,-9.67500019073486,0
"141",118.52499982144,-9.67500019073486,0
"142",118.574999809265,-9.67500019073486,0
"143",118.62499979709,-9.67500019073486,0
"144",118.674999784916,-9.67500019073486,0
"145",118.724999772741,-9.67500019073486,0
"146",118.774999760567,-9.67500019073486,0
"147",118.824999748392,-9.67500019073486,0
"148",118.874999736218,-9.67500019073486,0
"149",118.924999724043,-9.67500019073486,0
"150",118.974999711869,-9.67500019073486,0
"151",119.024999699694,-9.67500019073486,0
"181",120.524999334457,-9.67500019073486,0
"182",120.574999322282,-9.67500019073486,4.62413133082298e-43
"183",120.624999310108,-9.67500019073486,5.00086784194875e-42
"184",120.674999297933,-9.67500019073486,3.68781507194562e-41
"185",120.724999285759,-9.67500019073486,2.08344642714541e-40
"186",120.774999273584,-9.67500019073486,1.11409947498782e-39
"187",120.82499926141,-9.67500019073486,5.1755114001255e-39
"188",120.874999249235,-9.67500019073486,2.02435880340912e-38
"189",120.924999237061,-9.67500019073486,6.79845141212692e-38
"190",120.974999224886,-9.67500019073486,1.98144150994134e-37
"191",121.024999212711,-9.67500019073486,5.24439596399288e-37
"192",121.074999200537,-9.67500019073486,1.27465371542213e-36
"193",121.124999188362,-9.67500019073486,2.97638074039223e-36
"194",121.174999176188,-9.67500019073486,6.8432201025963e-36
"195",121.224999164013,-9.67500019073486,1.55860950520429e-35
"196",121.274999151839,-9.67500019073486,3.53990713458429e-35
"197",121.324999139664,-9.67500019073486,7.99679618364086e-35
"198",121.374999127489,-9.67500019073486,1.75595358799627e-34
"199",121.424999115315,-9.67500019073486,3.70528425579159e-34
"200",121.47499910314,-9.67500019073486,7.49048100444987e-34
"201",121.524999090966,-9.67500019073486,1.43219423191539e-33
"202",121.574999078791,-9.67500019073486,2.58614847361159e-33
"203",121.624999066617,-9.67500019073486,4.32800897217544e-33
"204",121.674999054442,-9.67500019073486,6.7886964880287e-33
"205",121.724999042267,-9.67500019073486,9.95636565437082e-33
"206",121.774999030093,-9.67500019073486,1.35806428746888e-32
"207",121.824999017918,-9.67500019073486,1.73321798527315e-32
"208",121.874999005744,-9.67500019073486,2.07022263173123e-32
"209",121.924998993569,-9.67500019073486,2.33016023109527e-32
"210",121.974998981395,-9.67500019073486,2.49671704928333e-32
"211",122.02499896922,-9.67500019073486,2.55612952225441e-32
"212",122.074998957046,-9.67500019073486,2.54799644814851e-32
"213",122.124998944871,-9.67500019073486,2.44255870527442e-32
"214",122.174998932696,-9.67500019073486,2.27997465834518e-32
"215",122.224998920522,-9.67500019073486,2.05212832090825e-32
"216",122.274998908347,-9.67500019073486,1.74028805592985e-32
"217",122.324998896173,-9.67500019073486,1.4000330782415e-32
"218",122.374998883998,-9.67500019073486,1.06036308230682e-32
"219",122.424998871824,-9.67500019073486,7.53541179933956e-33
"220",122.474998859649,-9.67500019073486,5.02775486665975e-33
"221",122.524998847474,-9.67500019073486,3.17255915524798e-33
"222",122.5749988353,-9.67500019073486,2.03236182638595e-33
"223",122.624998823125,-9.67500019073486,1.3242193240024e-33
"224",122.674998810951,-9.67500019073486,9.90576402970608e-34
"225",122.724998798776,-9.67500019073486,8.21482852342454e-34
"226",122.774998786602,-9.67500019073486,6.85245182054867e-34
"227",122.824998774427,-9.67500019073486,5.4778626502178e-34
"228",122.874998762252,-9.67500019073486,3.96574085207061e-34
"229",122.924998750078,-9.67500019073486,2.54458241882121e-34
"230",122.974998737903,-9.67500019073486,1.43074151100468e-34
"231",123.024998725729,-9.67500019073486,6.87844120853326e-35
"232",123.074998713554,-9.67500019073486,2.83830197768929e-35
"233",123.12499870138,-9.67500019073486,9.77101427122927e-36
"234",123.174998689205,-9.67500019073486,2.81631600873107e-36
"235",123.224998677031,-9.67500019073486,6.81332513199074e-37
"236",123.274998664856,-9.67500019073486,1.44415682576138e-37
"237",123.324998652681,-9.67500019073486,2.48043632050576e-38
"238",123.374998640507,-9.67500019073486,3.52745024402708e-39
"239",123.424998628332,-9.67500019073486,5.42760068798085e-40
"240",123.474998616158,-9.67500019073486,8.64142050347874e-41
"241",123.524998603983,-9.67500019073486,1.5727363149376e-41
"242",123.574998591809,-9.67500019073486,2.51826856002788e-42
"243",123.624998579634,-9.67500019073486,4.11887573196913e-43
"244",123.674998567459,-9.67500019073486,6.83274642038705e-44
"270",124.974998250921,-9.67500019073486,3.61961422208613e-06
"271",125.024998238746,-9.67500019073486,9.67365310519853e-06
"272",125.074998226572,-9.67500019073486,2.79594249588246e-05
"273",125.124998214397,-9.67500019073486,7.36032802568077e-05
"274",125.174998202222,-9.67500019073486,0.000164957916211782
"275",125.224998190048,-9.67500019073486,0.00033834672466871
"276",125.274998177873,-9.67500019073486,0.000613301697874112
"277",125.324998165699,-9.67500019073486,0.0010280776216656
"278",125.374998153524,-9.67500019073486,0.00158730787087001
"279",125.42499814135,-9.67500019073486,0.00231101095194444
"280",125.474998129175,-9.67500019073486,0.00320992002804217
"281",125.524998117001,-9.67500019073486,0.00425050466422658
"282",125.574998104826,-9.67500019073486,0.00545196498929115
"283",125.624998092651,-9.67500019073486,0.00672703046361712
"284",125.674998080477,-9.67500019073486,0.0081020783649729
"285",125.724998068302,-9.67500019073486,0.00952310964853401
"286",125.774998056128,-9.67500019073486,0.0109486822383637
"287",125.824998043953,-9.67500019073486,0.0123986202215998
"288",125.874998031779,-9.67500019073486,0.013769373589556
"289",125.924998019604,-9.67500019073486,0.0151124362996968
"290",125.974998007429,-9.67500019073486,0.0163624382190413
"291",126.024997995255,-9.67500019073486,0.0175220746557025
"292",126.07499798308,-9.67500019073486,0.0186022008739927
"293",126.124997970906,-9.67500019073486,0.0195851767266643
"294",126.174997958731,-9.67500019073486,0.0204739717139067
"295",126.224997946557,-9.67500019073486,0.0212593400788971
"296",126.274997934382,-9.67500019073486,0.0219572535100973
"297",126.324997922207,-9.67500019073486,0.0225644504927561
"298",126.374997910033,-9.67500019073486,0.0231219158875225
"299",126.424997897858,-9.67500019073486,0.0235837896986256
"300",126.474997885684,-9.67500019073486,0.0239944142686924
"301",126.524997873509,-9.67500019073486,0.024328835376832
"302",126.574997861335,-9.67500019073486,0.0246129778838865
"303",126.62499784916,-9.67500019073486,0.0248743487389797
"304",126.674997836986,-9.67500019073486,0.0250777361956354
"305",126.724997824811,-9.67500019073486,0.0252823328393489
"306",126.774997812636,-9.67500019073486,0.025455701747459
"307",126.824997800462,-9.67500019073486,0.0256703941434327
"308",126.874997788287,-9.67500019073486,0.0258980092119764
"309",126.924997776113,-9.67500019073486,0.0261207135004282
"310",126.974997763938,-9.67500019073486,0.0263474538962475
"311",127.024997751764,-9.67500019073486,0.0265124352687346
"312",127.074997739589,-9.67500019073486,0.0266679652403414
"313",127.124997727414,-9.67500019073486,0.0267532746211324
"314",127.17499771524,-9.67500019073486,0.0267359072950008
"315",127.224997703065,-9.67500019073486,0.0266322380127611
"316",127.274997690891,-9.67500019073486,0.0263415176377892
"317",127.324997678716,-9.67500019073486,0.0259151708940504
"318",127.374997666542,-9.67500019073486,0.0252940737440687
"319",127.424997654367,-9.67500019073486,0.0244572285586183
"320",127.474997642192,-9.67500019073486,0.0234648451757988
"321",127.524997630018,-9.67500019073486,0.0222725785110624
"322",127.574997617843,-9.67500019073486,0.0210348439452248
"323",127.624997605669,-9.67500019073486,0.0197355957579634
"324",127.674997593494,-9.67500019073486,0.0184462143725783
"325",127.72499758132,-9.67500019073486,0.0171717298427147
"326",127.774997569145,-9.67500019073486,0.0158387560300321
"327",127.824997556971,-9.67500019073486,0.0144837467711141
"328",127.874997544796,-9.67500019073486,0.0129736489898325
"329",127.924997532621,-9.67500019073486,0.0114295890924637
"330",127.974997520447,-9.67500019073486,0.00987583102134574
"331",128.024997508272,-9.67500019073486,0.0088064072052852
"332",128.074997496098,-9.67500019073486,0.0079789537839384
"333",128.124997483923,-9.67500019073486,0.00742491167724829
"334",128.174997471749,-9.67500019073486,0.00708806465471101
"335",128.224997459574,-9.67500019073486,0.00681454777610484
"336",128.274997447399,-9.67500019073486,0.00668983288102608
"337",128.324997435225,-9.67500019073486,0.0065630745694965
"338",128.37499742305,-9.67500019073486,0.00633244818647167
"339",128.424997410876,-9.67500019073486,0.0060174789497259
"340",128.474997398701,-9.67500019073486,0.00562115966577521
"341",128.524997386527,-9.67500019073486,0.00519830372991159
"342",128.574997374352,-9.67500019073486,0.00485188089183934
"343",128.624997362177,-9.67500019073486,0.0043927438604007
"344",128.674997350003,-9.67500019073486,0.00401194144880461
"345",128.724997337828,-9.67500019073486,0.00357138847083737
"346",128.774997325654,-9.67500019073486,0.00318184858598049
"347",128.824997313479,-9.67500019073486,0.00279921714186347
"348",128.874997301305,-9.67500019073486,0.0023479286872473
"349",128.92499728913,-9.67500019073486,0.001877140720364
"350",128.974997276956,-9.67500019073486,0.00133285779516009
"351",129.024997264781,-9.67500019073486,0.000851972362316094
"352",129.074997252606,-9.67500019073486,0.000473278402103996
"353",129.124997240432,-9.67500019073486,0.000219295652514626
"354",129.174997228257,-9.67500019073486,8.39078683416156e-05
"355",129.224997216083,-9.67500019073486,2.52857496367846e-05
"356",129.274997203908,-9.67500019073486,6.00222119959431e-06
"357",129.324997191734,-9.67500019073486,1.10173167833207e-06
"358",129.374997179559,-9.67500019073486,1.57452371265984e-07
"359",129.424997167384,-9.67500019073486,1.73706185932021e-08
"360",129.47499715521,-9.67500019073486,1.29766753078325e-09
"361",129.524997143035,-9.67500019073486,7.01274449511811e-11
"362",129.574997130861,-9.67500019073486,2.45672752382e-12
"363",129.624997118686,-9.67500019073486,5.27829053301244e-14
"364",129.674997106512,-9.67500019073486,7.34881233434371e-16
"365",129.724997094337,-9.67500019073486,5.02990112354715e-18
"366",129.774997082162,-9.67500019073486,2.36720142708096e-20
"367",129.824997069988,-9.67500019073486,6.5710985392502e-23
"368",129.874997057813,-9.67500019073486,1.02912591972298e-25
"369",129.924997045639,-9.67500019073486,1.14191186459142e-28
"370",129.974997033464,-9.67500019073486,5.49747574790245e-32
"371",130.02499702129,-9.67500019073486,1.82486721363134e-35
"372",130.074997009115,-9.67500019073486,3.74916040854294e-39
"373",130.124996996941,-9.67500019073486,6.28242858819967e-41
"374",130.174996984766,-9.67500019073486,5.80642686372332e-41
"375",130.224996972591,-9.67500019073486,3.82316685573295e-41
"376",130.274996960417,-9.67500019073486,1.51506587034317e-41
"377",130.324996948242,-9.67500019073486,2.70811239672301e-42
"378",111.525001525879,-9.7250001912942,0
"379",111.575001513704,-9.7250001912942,0
"380",111.62500150153,-9.7250001912942,0
"381",111.675001489355,-9.7250001912942,0
"382",111.72500147718,-9.7250001912942,0
"383",111.775001465006,-9.7250001912942,0
"384",111.825001452831,-9.7250001912942,0
"385",111.875001440657,-9.7250001912942,0
